"time	month	temperature	wind	humidity	barometer	visibility	weather"
"10.0	2	27	7	74	1015	0	Passing clouds"
"10.5	2	28	11	70	1015	0	Passing clouds"
"11.0	2	28	4	66	1014	0	Passing clouds"
"11.5	2	28	6	70	1014	0	Passing clouds"
"12.0	2	29	7	66	1013	0	Scattered clouds"
"12.5	2	29	7	66	1013	0	Scattered clouds"
"13.0	2	30	6	62	1012	0	Partly sunny"
"13.5	2	30	9	59	1012	0	Partly sunny"
"14.0	2	30	11	59	1011	0	Scattered clouds"
"14.5	2	30	9	59	1011	0	Scattered clouds"
"15.5	2	31	4	49	1010	0	Scattered clouds"
"16.0	2	31	6	49	1010	0	Scattered clouds"
"16.5	2	30	7	59	1010	0	Scattered clouds"
"17.0	2	30	9	59	1010	0	Passing clouds"
"17.5	2	29	13	62	1011	0	Passing clouds"
"18.0	2	27	7	70	1011	0	Passing clouds"
"18.5	2	27	15	74	1012	0	Passing clouds"
"19.0	2	27	13	74	1012	0	Passing clouds"
"19.5	2	27	11	74	1012	0	Passing clouds"
"20.0	2	26	9	74	1013	0	Passing clouds"
"20.5	2	26	11	79	1013	0	Passing clouds"
"21.0	2	26	11	79	1013	0	Passing clouds"
"21.5	2	26	6	74	1014	0	Passing clouds"
"22.0	2	25	7	79	1014	0	Passing clouds"
"22.5	2	24	6	83	1014	0	Passing clouds"
"23.0	2	24	4	83	1013	0	Passing clouds"
"23.5	2	23	0	89	1013	0	Mild"
"0.0	2	23	2	94	1013	0	Passing clouds"
"0.5	2	23	2	94	1013	0	Passing clouds"
"1.5	2	23	7	100	1013	8	Passing clouds"
"2.0	2	23	7	100	1013	7	Passing clouds"
"2.5	2	23	7	94	1013	6	Passing clouds"
"3.0	2	23	7	94	1013	6	Passing clouds"
"3.5	2	22	7	88	1013	8	Passing clouds"
"4.0	2	21	7	88	1013	8	Passing clouds"
"4.5	2	21	6	83	1013	0	Passing clouds"
"5.0	2	21	2	83	1014	0	Passing clouds"
"5.5	2	20	4	88	1014	8	Passing clouds"
"6.0	2	20	6	88	1015	8	Passing clouds"
"6.5	2	20	6	83	1015	8	Scattered clouds"
"7.0	2	20	4	88	1015	8	Scattered clouds"
"7.5	2	21	9	83	1016	8	Scattered clouds"
"8.0	2	22	7	78	1016	8	Passing clouds"
"8.5	2	23	6	78	1017	8	Passing clouds"
"9.0	2	24	6	78	1017	8	Passing clouds"
"9.5	2	25	7	74	1017	8	Passing clouds"
"10.0	2	26	6	70	1017	8	Passing clouds"
"10.5	2	27	6	66	1016	0	Passing clouds"
"11.0	2	28	6	58	1016	0	Passing clouds"
"11.5	2	29	6	55	1016	0	Passing clouds"
"12.0	2	30	4	49	1015	0	Passing clouds"
"12.5	2	30	6	49	1014	0	Passing clouds"
"13.0	2	30	6	49	1014	0	Passing clouds"
"13.5	2	31	6	49	1013	0	Passing clouds"
"14.0	2	30	6	46	1012	0	Scattered clouds"
"14.5	2	30	7	49	1012	0	Scattered clouds"
"15.0	2	31	6	40	1012	0	Scattered clouds"
"15.5	2	30	9	43	1012	0	Scattered clouds"
"16.0	2	31	7	43	1011	0	Scattered clouds"
"16.5	2	30	7	43	1012	0	Scattered clouds"
"17.0	2	30	7	46	1012	0	Scattered clouds"
"17.5	2	30	7	43	1012	0	Scattered clouds"
"18.0	2	29	9	45	1013	0	Passing clouds"
"18.5	2	27	9	74	1013	0	Passing clouds"
"19.0	2	27	11	74	1013	0	Passing clouds"
"19.5	2	26	9	74	1014	0	Passing clouds"
"20.0	2	26	6	74	1014	0	Passing clouds"
"20.5	2	26	6	74	1015	0	Passing clouds"
"21.0	2	26	4	74	1015	0	Passing clouds"
"21.5	2	25	2	79	1015	0	Passing clouds"
"22.0	2	24	4	89	1015	0	Passing clouds"
"22.5	2	25	9	57	1015	0	Passing clouds"
"23.0	2	24	7	57	1015	0	Passing clouds"
"23.5	2	24	6	61	1014	0	Passing clouds"
"0.0	2	23	6	69	1014	0	Passing clouds"
"0.5	2	22	7	69	1014	0	Passing clouds"
"1.0	2	22	6	69	1014	0	Passing clouds"
"1.5	2	22	4	69	1014	0	Passing clouds"
"2.0	2	21	4	78	1013	0	Passing clouds"
"2.5	2	20	4	78	1013	0	Passing clouds"
"3.0	2	20	2	83	1013	8	Passing clouds"
"3.5	2	20	4	88	1013	8	Passing clouds"
"4.0	2	20	9	83	1014	8	Passing clouds"
"4.5	2	20	6	83	1014	8	Passing clouds"
"5.0	2	19	7	88	1014	8	Passing clouds"
"5.5	2	19	7	88	1014	8	Passing clouds"
"6.0	2	19	2	88	1015	7	Passing clouds"
"6.5	2	18	6	94	1015	8	Passing clouds"
"7.0	2	19	7	88	1015	8	Clear"
"7.5	2	20	6	83	1016	8	Passing clouds"
"8.0	2	22	6	78	1016	8	Passing clouds"
"8.5	2	23	9	69	1016	8	Passing clouds"
"9.0	2	24	7	65	1016	8	Passing clouds"
"9.5	2	25	7	61	1016	8	Passing clouds"
"10.0	2	26	4	61	1016	8	Passing clouds"
"10.5	2	27	4	58	1016	8	Passing clouds"
"11.0	2	28	6	58	1015	8	Passing clouds"
"11.5	2	29	4	51	1014	8	Passing clouds"
"12.0	2	28	6	51	1014	0	Scattered clouds"
"12.5	2	29	4	55	1013	8	Scattered clouds"
"13.0	2	29	4	48	1013	8	Scattered clouds"
"14.0	2	30	7	43	1011	8	Scattered clouds"
"14.5	2	30	6	43	1011	8	Scattered clouds"
"15.0	2	30	11	46	1010	8	Scattered clouds"
"15.5	2	30	9	43	1010	8	Scattered clouds"
"16.0	2	30	6	40	1010	8	Scattered clouds"
"16.5	2	30	6	38	1010	8	Scattered clouds"
"17.0	2	29	7	40	1011	8	Scattered clouds"
"17.5	2	28	11	55	1011	8	Scattered clouds"
"18.0	2	27	7	62	1011	7	Passing clouds"
"18.5	2	27	9	58	1012	7	Passing clouds"
"19.0	2	26	11	70	1012	8	Passing clouds"
"19.5	2	26	15	70	1013	0	Passing clouds"
"20.0	2	25	11	74	1013	0	Passing clouds"
"20.5	2	25	11	74	1013	0	Passing clouds"
"21.0	2	25	6	74	1013	0	Passing clouds"
"21.5	2	25	9	74	1013	0	Passing clouds"
"22.0	2	25	9	69	1013	0	Passing clouds"
"22.5	2	24	7	74	1013	0	Passing clouds"
"23.0	2	22	9	88	1013	0	Passing clouds"
"23.5	2	22	6	88	1013	0	Passing clouds"
"0.0	2	23	6	83	1013	0	Passing clouds"
"0.5	2	22	4	88	1013	0	Passing clouds"
"1.0	2	22	4	94	1013	0	Passing clouds"
"1.5	2	22	4	94	1013	7	Passing clouds"
"2.0	2	21	2	94	1012	7	Passing clouds"
"2.5	2	21	4	94	1012	7	Passing clouds"
"3.0	2	21	2	94	1012	7	Passing clouds"
"3.5	2	21	2	94	1012	7	Passing clouds"
"4.0	2	21	6	94	1012	7	Passing clouds"
"4.5	2	21	4	94	1013	8	Passing clouds"
"5.0	2	21	0	94	1013	8	Passing clouds"
"5.5	2	21	2	94	1013	8	Passing clouds"
"6.0	2	21	4	94	1014	8	Passing clouds"
"6.5	2	20	2	100	1014	6	Scattered clouds"
"7.0	2	21	2	94	1014	6	Scattered clouds"
"7.5	2	22	2	94	1015	6	Passing clouds"
"8.0	2	23	6	89	1015	6	Scattered clouds"
"8.5	2	24	4	83	1015	6	Scattered clouds"
"9.0	2	24	4	83	1016	6	Scattered clouds"
"9.5	2	26	4	70	1015	8	Scattered clouds"
"10.0	2	25	4	69	1015	0	Scattered clouds"
"10.5	2	26	4	65	1015	0	Scattered clouds"
"11.0	2	27	2	58	1014	8	Scattered clouds"
"11.5	2	27	6	62	1014	8	Scattered clouds"
"12.0	2	28	6	58	1013	8	Scattered clouds"
"12.5	2	28	6	55	1013	8	Scattered clouds"
"13.0	2	28	6	55	1012	8	Scattered clouds"
"13.5	2	28	9	55	1012	8	Partly sunny"
"14.0	2	29	6	48	1011	8	Partly sunny"
"14.5	2	29	4	45	1011	8	Scattered clouds"
"15.0	2	30	6	46	1010	8	Scattered clouds"
"15.5	2	30	2	43	1010	8	Scattered clouds"
"16.0	2	30	4	43	1010	8	Scattered clouds"
"16.5	2	29	9	51	1010	8	Scattered clouds"
"17.0	2	28	7	55	1010	8	Scattered clouds"
"17.5	2	28	7	55	1011	8	Scattered clouds"
"18.0	2	26	17	70	1011	8	Passing clouds"
"18.5	2	25	13	74	1012	8	Passing clouds"
"19.0	2	25	13	74	1012	8	Passing clouds"
"19.5	2	25	17	74	1012	0	Passing clouds"
"20.0	2	24	15	78	1013	0	Passing clouds"
"20.5	2	24	15	74	1013	0	Passing clouds"
"21.5	2	24	11	74	1013	0	Passing clouds"
"22.0	2	23	11	78	1013	0	Mild"
"22.5	2	23	13	78	1013	0	Passing clouds"
"23.0	2	23	13	78	1013	0	Passing clouds"
"23.5	2	23	17	78	1013	0	Passing clouds"
"0.0	2	23	9	78	1013	0	Passing clouds"
"0.5	2	22	15	83	1013	0	Passing clouds"
"1.0	2	23	19	78	1013	0	Passing clouds"
"1.5	2	22	17	83	1013	0	Passing clouds"
"2.0	2	22	17	83	1012	0	Passing clouds"
"2.5	2	22	17	83	1012	0	Passing clouds"
"3.0	2	22	17	83	1012	0	Passing clouds"
"3.5	2	22	15	83	1012	0	Passing clouds"
"4.0	2	22	7	83	1012	0	Passing clouds"
"4.5	2	21	7	88	1012	0	Passing clouds"
"5.0	2	22	6	88	1012	0	Passing clouds"
"5.5	2	21	4	94	1013	0	Passing clouds"
"6.0	2	21	9	94	1013	0	Passing clouds"
"6.5	2	21	7	94	1013	8	Scattered clouds"
"7.0	2	22	6	83	1014	8	Scattered clouds"
"8.0	2	23	9	83	1014	0	Passing clouds"
"8.5	2	24	9	78	1015	0	Passing clouds"
"9.0	2	24	9	78	1015	0	Passing clouds"
"9.5	2	25	7	74	1015	0	Passing clouds"
"10.0	2	26	6	65	1015	16	Sunny"
"10.5	2	27	4	58	1014	16	Sunny"
"11.0	2	28	2	58	1014	0	Passing clouds"
"11.5	2	28	2	55	1013	0	Passing clouds"
"12.0	2	29	6	55	1013	0	Scattered clouds"
"12.5	2	29	6	48	1012	0	Scattered clouds"
"13.0	2	29	7	51	1011	8	Scattered clouds"
"13.5	2	30	9	46	1011	8	Scattered clouds"
"14.0	2	29	9	51	1010	8	Scattered clouds"
"14.5	2	30	6	49	1010	8	Scattered clouds"
"15.0	2	29	9	51	1010	8	Scattered clouds"
"15.5	2	30	6	49	1009	8	Scattered clouds"
"16.0	2	29	9	51	1009	8	Scattered clouds"
"16.5	2	29	7	55	1010	8	Scattered clouds"
"17.0	2	29	9	55	1010	8	Scattered clouds"
"17.5	2	28	7	58	1010	8	Scattered clouds"
"18.0	2	26	17	74	1011	8	Passing clouds"
"18.5	2	25	20	74	1011	8	Passing clouds"
"19.0	2	25	19	74	1011	8	Passing clouds"
"19.5	2	25	17	69	1011	0	Passing clouds"
"20.0	2	25	11	74	1012	0	Passing clouds"
"20.5	2	25	13	74	1012	0	Passing clouds"
"21.0	2	24	15	78	1012	0	Passing clouds"
"21.5	2	24	13	83	1012	0	Passing clouds"
"22.0	2	24	13	78	1012	0	Passing clouds"
"22.5	2	24	11	78	1012	0	Passing clouds"
"23.0	2	24	15	78	1012	0	Passing clouds"
"23.5	2	24	13	83	1012	0	Passing clouds"
"0.0	2	23	11	89	1012	0	Passing clouds"
"0.5	2	23	9	89	1012	0	Passing clouds"
"1.0	2	23	9	89	1012	0	Passing clouds"
"1.5	2	23	4	89	1011	0	Passing clouds"
"2.0	2	23	4	89	1011	0	Passing clouds"
"2.5	2	23	6	89	1011	0	Passing clouds"
"3.0	2	23	9	89	1011	8	Passing clouds"
"3.5	2	22	7	94	1011	8	Passing clouds"
"4.0	2	22	4	94	1011	8	Passing clouds"
"4.5	2	22	6	94	1011	8	Passing clouds"
"5.0	2	22	7	94	1011	8	Passing clouds"
"5.5	2	23	6	89	1011	8	Passing clouds"
"6.0	2	22	6	94	1012	8	Passing clouds"
"6.5	2	23	7	89	1012	8	Scattered clouds"
"7.0	2	23	4	89	1012	8	Scattered clouds"
"7.5	2	23	6	94	1012	8	Scattered clouds"
"8.5	2	25	11	79	1013	7	Scattered clouds"
"9.0	2	25	13	79	1013	0	Passing clouds"
"9.5	2	26	15	70	1013	0	Passing clouds"
"10.0	2	27	11	66	1013	0	Passing clouds"
"10.5	2	28	9	58	1013	0	Passing clouds"
"11.0	2	28	7	58	1012	0	Passing clouds"
"11.5	2	29	4	51	1012	0	Passing clouds"
"12.0	2	30	4	49	1011	0	Passing clouds"
"12.5	2	30	4	49	1011	0	Scattered clouds"
"13.0	2	31	6	46	1010	0	Scattered clouds"
"13.5	2	30	4	46	1010	8	Scattered clouds"
"14.0	2	30	6	49	1009	8	Scattered clouds"
"14.5	2	30	2	52	1009	8	Scattered clouds"
"15.0	2	30	2	52	1009	8	Scattered clouds"
"15.5	2	29	11	58	1009	8	Scattered clouds"
"16.0	2	29	19	62	1009	8	Scattered clouds"
"16.5	2	28	17	66	1009	8	Scattered clouds"
"17.0	2	27	17	66	1010	8	Scattered clouds"
"17.5	2	27	15	70	1010	8	Scattered clouds"
"18.0	2	26	15	74	1010	8	Passing clouds"
"18.5	2	25	15	79	1011	8	Passing clouds"
"19.0	2	25	15	79	1011	0	Passing clouds"
"19.5	2	25	15	79	1012	0	Passing clouds"
"20.0	2	25	13	79	1012	0	Passing clouds"
"20.5	2	25	11	83	1012	0	Passing clouds"
"21.0	2	24	11	89	1013	0	Passing clouds"
"21.5	2	24	7	89	1013	0	Passing clouds"
"22.0	2	24	11	89	1013	0	Passing clouds"
"22.5	2	24	13	89	1013	0	Passing clouds"
"23.0	2	24	9	89	1013	0	Passing clouds"
"23.5	2	24	9	89	1013	0	Passing clouds"
"0.0	2	24	11	89	1013	0	Passing clouds"
"0.5	2	24	7	89	1012	0	Passing clouds"
"1.0	2	24	11	89	1012	0	Passing clouds"
"1.5	2	24	7	89	1012	8	Passing clouds"
"2.0	2	24	9	89	1012	8	Passing clouds"
"2.5	2	24	9	89	1012	8	Passing clouds"
"3.0	2	23	11	94	1012	8	Passing clouds"
"3.5	2	23	7	94	1012	8	Passing clouds"
"4.5	2	23	6	94	1012	8	Passing clouds"
"5.0	2	23	4	94	1012	8	Passing clouds"
"5.5	2	23	4	89	1013	8	Passing clouds"
"6.0	2	23	6	89	1013	8	Passing clouds"
"6.5	2	23	4	94	1013	8	Passing clouds"
"7.0	2	23	9	94	1014	8	Passing clouds"
"7.5	2	24	11	89	1014	8	Passing clouds"
"8.0	2	25	13	83	1014	8	Scattered clouds"
"8.5	2	25	11	83	1014	8	Scattered clouds"
"9.5	2	26	9	79	1015	8	Partly sunny"
"10.0	2	27	9	74	1015	9	Partly sunny"
"10.5	2	27	4	70	1014	9	Partly sunny"
"11.0	2	28	6	70	1014	9	Partly sunny"
"11.5	2	28	2	66	1014	9	Partly sunny"
"12.0	2	29	6	62	1013	8	Partly sunny"
"12.5	2	30	6	59	1012	8	Partly sunny"
"13.0	2	30	6	55	1012	8	Partly sunny"
"13.5	2	30	4	59	1011	8	Partly sunny"
"14.0	2	31	2	55	1010	8	Partly sunny"
"14.5	2	30	6	59	1010	8	Partly sunny"
"15.0	2	31	9	55	1010	8	Partly sunny"
"15.5	2	30	9	59	1010	8	Partly sunny"
"16.0	2	30	7	62	1009	8	Partly sunny"
"16.5	2	29	9	66	1010	8	Partly sunny"
"17.0	2	28	15	74	1010	8	Partly sunny"
"17.5	2	28	11	74	1010	8	Partly sunny"
"18.0	2	27	15	79	1011	8	Passing clouds"
"18.5	2	26	13	84	1011	8	Passing clouds"
"19.0	2	26	9	84	1011	8	Passing clouds"
"19.5	2	25	11	89	1012	8	Passing clouds"
"20.0	2	25	11	83	1012	8	Passing clouds"
"20.5	2	25	9	89	1013	8	Passing clouds"
"21.0	2	25	9	89	1013	8	Passing clouds"
"21.5	2	25	13	89	1013	0	Passing clouds"
"22.0	2	24	13	89	1013	0	Passing clouds"
"22.5	2	24	13	89	1013	0	Passing clouds"
"23.0	2	24	11	89	1013	0	Passing clouds"
"23.5	2	24	9	89	1013	0	Passing clouds"
"0.0	2	24	9	89	1013	0	Passing clouds"
"0.5	2	24	7	89	1013	0	Passing clouds"
"1.0	2	24	9	89	1012	0	Passing clouds"
"1.5	2	24	7	89	1012	8	Passing clouds"
"2.5	2	23	9	94	1012	8	Passing clouds"
"3.0	2	23	9	94	1012	8	Passing clouds"
"3.5	2	23	9	94	1012	8	Passing clouds"
"4.0	2	23	7	94	1012	8	Passing clouds"
"4.5	2	23	7	94	1012	8	Passing clouds"
"5.0	2	23	9	94	1012	8	Passing clouds"
"5.5	2	23	9	94	1013	8	Passing clouds"
"6.0	2	23	7	94	1013	8	Passing clouds"
"6.5	2	23	2	94	1014	8	Scattered clouds"
"7.0	2	23	4	94	1014	8	Partly sunny"
"7.5	2	24	4	89	1014	8	Scattered clouds"
"8.0	2	24	2	94	1015	6	Partly sunny"
"8.5	2	25	4	89	1015	6	Partly sunny"
"9.0	2	26	6	84	1015	8	Partly sunny"
"9.5	2	26	6	84	1015	8	Partly sunny"
"10.0	2	27	4	74	1015	8	Partly sunny"
"10.5	2	27	4	79	1015	6	Partly sunny"
"11.0	2	28	7	74	1014	3	Fog"
"11.5	2	28	9	74	1014	4	Fog"
"12.0	2	29	7	70	1013	6	Partly sunny"
"12.5	2	29	11	66	1013	7	Partly sunny"
"13.0	2	30	9	62	1012	7	Partly sunny"
"13.5	2	30	9	59	1012	7	Partly sunny"
"14.0	2	30	7	62	1011	8	Partly sunny"
"14.5	2	31	6	55	1011	8	Partly sunny"
"15.0	2	31	4	55	1011	8	Partly sunny"
"15.5	2	31	6	49	1011	8	Partly sunny"
"16.0	2	31	6	52	1011	0	Partly sunny"
"16.5	2	31	4	52	1011	8	Scattered clouds"
"17.0	2	30	6	62	1011	8	Scattered clouds"
"17.5	2	29	11	66	1011	8	Scattered clouds"
"18.0	2	28	13	74	1012	7	Passing clouds"
"18.5	2	27	13	74	1012	7	Passing clouds"
"19.0	2	27	11	74	1012	7	Passing clouds"
"19.5	2	27	15	70	1013	7	Passing clouds"
"20.0	2	26	6	79	1013	8	Passing clouds"
"20.5	2	26	9	79	1014	8	Passing clouds"
"21.0	2	26	4	79	1014	8	Passing clouds"
"21.5	2	26	4	79	1014	8	Passing clouds"
"22.0	2	25	0	83	1014	8	Passing clouds"
"22.5	2	24	2	89	1014	8	Passing clouds"
"23.0	2	24	2	89	1014	8	Passing clouds"
"23.5	2	24	2	89	1014	8	Passing clouds"
"0.0	2	24	6	89	1014	8	Passing clouds"
"0.5	2	24	6	89	1014	8	Passing clouds"
"1.0	2	24	6	94	1014	8	Passing clouds"
"2.0	2	23	6	94	1013	8	Passing clouds"
"2.5	2	23	2	94	1013	6	Passing clouds"
"3.0	2	23	2	94	1013	6	Passing clouds"
"3.5	2	22	4	100	1013	6	Passing clouds"
"4.0	2	22	4	94	1013	6	Passing clouds"
"4.5	2	22	2	100	1013	6	Passing clouds"
"5.0	2	22	4	100	1014	6	Passing clouds"
"5.5	2	22	2	100	1014	4	Fog"
"6.0	2	22	6	100	1015	4	Fog"
"6.5	2	22	7	88	1015	6	Scattered clouds"
"7.0	2	22	9	88	1015	7	Clear"
"7.5	2	23	9	83	1016	7	Clear"
"8.0	2	24	9	74	1016	7	Clear"
"8.5	2	25	9	74	1016	7	Clear"
"9.0	2	27	7	62	1017	7	Clear"
"9.5	2	28	11	58	1017	0	Passing clouds"
"10.5	2	31	13	43	1016	0	Passing clouds"
"11.0	2	31	13	40	1016	0	Passing clouds"
"11.5	2	31	13	40	1015	0	Passing clouds"
"12.0	2	32	9	38	1015	0	Passing clouds"
"12.5	2	33	13	36	1014	4	Passing clouds"
"13.5	2	34	6	34	1013	0	Passing clouds"
"14.0	2	33	9	36	1012	0	Scattered clouds"
"15.0	2	33	6	38	1011	0	Scattered clouds"
"15.5	2	33	7	38	1011	0	Scattered clouds"
"16.0	2	33	4	36	1011	0	Scattered clouds"
"16.5	2	30	19	62	1012	0	Scattered clouds"
"17.0	2	29	15	66	1012	0	Scattered clouds"
"17.5	2	29	15	62	1012	0	Scattered clouds"
"18.0	2	28	15	66	1013	0	Passing clouds"
"18.5	2	28	13	66	1013	0	Passing clouds"
"19.0	2	28	9	62	1013	0	Passing clouds"
"19.5	2	27	7	70	1013	0	Passing clouds"
"20.0	2	27	6	74	1014	0	Passing clouds"
"20.5	2	27	7	74	1014	0	Passing clouds"
"21.0	2	26	6	79	1014	0	Passing clouds"
"21.5	2	26	2	79	1015	0	Passing clouds"
"22.0	2	25	2	83	1015	0	Passing clouds"
"22.5	2	26	9	65	1015	8	Passing clouds"
"23.0	2	25	9	65	1015	8	Passing clouds"
"23.5	2	25	7	61	1015	8	Passing clouds"
"0.0	2	24	6	69	1015	8	Passing clouds"
"0.5	2	24	6	65	1014	8	Passing clouds"
"1.0	2	24	7	65	1014	8	Passing clouds"
"1.5	2	24	6	69	1014	8	Passing clouds"
"2.0	2	23	6	74	1014	8	Passing clouds"
"2.5	2	22	6	78	1014	8	Passing clouds"
"3.0	2	23	4	74	1014	8	Passing clouds"
"3.5	2	22	6	78	1014	8	Passing clouds"
"4.0	2	21	6	83	1014	8	Passing clouds"
"4.5	2	21	4	83	1014	8	Passing clouds"
"5.0	2	21	6	83	1014	8	Passing clouds"
"5.5	2	22	6	78	1014	8	Passing clouds"
"6.0	2	22	7	78	1015	8	Passing clouds"
"6.5	2	22	6	78	1015	6	Scattered clouds"
"7.0	2	22	6	78	1015	8	Partly sunny"
"7.5	2	22	4	78	1016	8	Partly sunny"
"8.0	2	23	4	74	1016	8	Partly sunny"
"8.5	2	24	7	69	1016	0	Partly sunny"
"9.0	2	26	9	61	1016	0	Partly sunny"
"9.5	2	27	6	58	1017	0	Scattered clouds"
"10.0	2	28	6	58	1017	0	Passing clouds"
"10.5	2	30	2	52	1016	0	Passing clouds"
"11.0	2	30	2	52	1016	0	Passing clouds"
"11.5	2	30	7	52	1015	0	Passing clouds"
"12.0	2	31	4	49	1015	0	Passing clouds"
"12.5	2	32	7	46	1014	0	Passing clouds"
"13.0	2	32	9	46	1014	0	Passing clouds"
"13.5	2	31	6	52	1013	0	Passing clouds"
"14.0	2	31	9	52	1013	0	Passing clouds"
"14.5	2	32	7	52	1012	0	Scattered clouds"
"15.0	2	31	11	49	1012	0	Scattered clouds"
"15.5	2	31	13	52	1012	0	Scattered clouds"
"16.0	2	30	13	52	1012	0	Scattered clouds"
"16.5	2	30	11	49	1012	0	Scattered clouds"
"17.0	2	30	11	49	1012	0	Scattered clouds"
"17.5	2	29	9	51	1012	0	Scattered clouds"
"18.0	2	28	13	58	1013	0	Passing clouds"
"18.5	2	28	9	62	1013	0	Passing clouds"
"19.0	2	27	13	79	1013	8	Passing clouds"
"19.5	2	26	15	84	1014	8	Passing clouds"
"20.0	2	26	19	84	1014	8	Passing clouds"
"20.5	2	26	11	79	1014	8	Passing clouds"
"21.5	2	26	11	79	1015	0	Passing clouds"
"22.0	2	26	7	79	1015	0	Passing clouds"
"22.5	2	25	9	79	1015	0	Passing clouds"
"23.0	2	24	13	83	1016	8	Passing clouds"
"23.5	2	24	4	83	1016	8	Passing clouds"
"0.0	2	24	6	83	1016	8	Passing clouds"
"0.5	2	23	7	89	1015	8	Passing clouds"
"1.0	2	22	7	94	1015	8	Passing clouds"
"1.5	2	23	4	89	1015	8	Passing clouds"
"2.0	2	23	2	94	1014	8	Passing clouds"
"2.5	2	22	2	94	1014	8	Passing clouds"
"3.0	2	23	2	94	1014	7	Passing clouds"
"3.5	2	23	4	94	1014	7	Passing clouds"
"4.0	2	22	2	94	1014	7	Passing clouds"
"4.5	2	22	4	94	1014	7	Passing clouds"
"5.0	2	21	2	100	1014	6	Passing clouds"
"5.5	2	22	4	94	1015	6	Passing clouds"
"6.0	2	22	2	94	1015	6	Passing clouds"
"6.5	2	22	4	100	1015	4	Fog"
"7.0	2	22	4	100	1015	5	Fog"
"7.5	2	23	6	94	1016	6	Passing clouds"
"8.0	2	24	4	94	1016	6	Passing clouds"
"8.5	2	24	6	94	1017	7	Passing clouds"
"9.0	2	26	6	84	1017	7	Passing clouds"
"9.5	2	27	7	79	1017	7	Clear"
"10.5	2	29	7	70	1016	8	Clear"
"11.0	2	29	9	62	1016	8	Clear"
"11.5	2	31	9	52	1015	8	Clear"
"12.0	2	31	9	52	1015	8	Passing clouds"
"12.5	2	31	7	59	1014	8	Passing clouds"
"13.0	2	32	11	52	1013	8	Passing clouds"
"14.0	2	32	13	49	1012	8	Passing clouds"
"14.5	2	32	9	49	1012	8	Passing clouds"
"15.0	2	32	9	43	1011	8	Passing clouds"
"15.5	2	33	7	44	1011	8	Passing clouds"
"16.0	2	32	9	46	1011	8	Passing clouds"
"16.5	2	32	13	46	1011	8	Passing clouds"
"17.0	2	31	11	46	1012	8	Passing clouds"
"17.5	2	30	11	52	1012	8	Passing clouds"
"18.0	2	28	9	66	1012	9	Passing clouds"
"18.5	2	27	9	70	1012	8	Passing clouds"
"19.0	2	27	19	84	1013	8	Passing clouds"
"19.5	2	26	15	89	1013	0	Passing clouds"
"20.0	2	26	15	84	1014	0	Passing clouds"
"20.5	2	26	11	84	1014	0	Passing clouds"
"21.0	2	25	11	89	1014	0	Passing clouds"
"21.5	2	25	7	89	1014	0	Passing clouds"
"22.0	2	25	11	89	1014	0	Passing clouds"
"22.5	2	25	11	89	1014	0	Passing clouds"
"23.0	2	24	11	94	1014	0	Passing clouds"
"23.5	2	24	9	94	1014	0	Passing clouds"
"0.0	2	24	9	94	1014	0	Passing clouds"
"0.5	2	24	9	94	1014	0	Passing clouds"
"1.0	2	24	7	94	1014	0	Passing clouds"
"1.5	2	24	9	94	1014	8	Passing clouds"
"2.0	2	24	7	94	1013	8	Passing clouds"
"2.5	2	24	9	94	1013	8	Passing clouds"
"3.0	2	23	7	100	1013	8	Passing clouds"
"3.5	2	23	7	100	1013	8	Passing clouds"
"4.0	2	23	9	100	1013	8	Passing clouds"
"4.5	2	23	7	100	1013	0	Passing clouds"
"5.0	2	23	11	94	1013	0	Passing clouds"
"5.5	2	23	11	94	1014	0	Passing clouds"
"6.0	2	23	7	94	1014	0	Passing clouds"
"6.5	2	23	6	94	1014	0	Scattered clouds"
"7.0	2	24	6	94	1015	0	Passing clouds"
"7.5	2	24	7	94	1015	0	Passing clouds"
"8.0	2	25	6	89	1015	0	Passing clouds"
"8.5	2	26	6	84	1015	0	Passing clouds"
"9.0	2	26	6	84	1016	0	Scattered clouds"
"9.5	2	27	6	79	1016	0	Scattered clouds"
"10.0	2	28	4	74	1016	0	Scattered clouds"
"10.5	2	29	4	70	1016	0	Partly sunny"
"11.0	2	29	13	74	1015	0	Partly sunny"
"11.5	2	29	11	66	1014	0	Partly sunny"
"12.0	2	30	11	66	1013	0	Partly sunny"
"12.5	2	30	11	66	1013	0	Partly sunny"
"13.0	2	31	11	59	1012	0	Partly sunny"
"13.5	2	31	9	59	1011	9	Warm"
"14.0	2	32	11	59	1011	8	Scattered clouds"
"14.5	2	31	11	59	1011	8	Scattered clouds"
"15.0	2	31	13	59	1010	8	Scattered clouds"
"15.5	2	31	11	62	1010	8	Scattered clouds"
"16.0	2	31	9	62	1010	8	Scattered clouds"
"16.5	2	31	9	59	1010	8	Scattered clouds"
"17.0	2	30	9	62	1010	0	Passing clouds"
"17.5	2	29	11	66	1010	0	Passing clouds"
"18.0	2	28	11	74	1010	0	Passing clouds"
"18.5	2	28	13	79	1010	0	Passing clouds"
"19.0	2	27	11	84	1011	0	Passing clouds"
"19.5	2	28	9	74	1011	0	Passing clouds"
"20.0	2	27	15	89	1012	0	Passing clouds"
"20.5	2	26	13	89	1012	8	Passing clouds"
"21.0	2	26	9	89	1013	0	Passing clouds"
